referencia,descripcion,op,cantidad,detalles
805277,SOBRETODO MANGA LARGA,2406,355,"[[""026"",""BLANCO"",""805277"",""M"",31,""9990001161439""],[""026"",""BLANCO"",""805277"",""L"",28,""9990001161446""],[""026"",""BLANCO"",""805277"",""XL"",28,""9990001161453""],[""072"",""KAKY"",""805277"",""M"",31,""9990001161460""],[""072"",""KAKY"",""805277"",""L"",30,""9990001161477""],[""072"",""KAKY"",""805277"",""XL"",30,""9990001161484""],[""090"",""NEGRO"",""805277"",""M"",61,""9990001161491""],[""090"",""NEGRO"",""805277"",""L"",58,""9990001161507""],[""090"",""NEGRO"",""805277"",""XL"",58,""9990001161514""]]"
805277,SOBRETODO MANGA LARGA,2407,348,"[[""026"",""BLANCO"",""805277"",""M"",28,""9990001161439""],[""026"",""BLANCO"",""805277"",""L"",28,""9990001161446""],[""026"",""BLANCO"",""805277"",""XL"",28,""9990001161453""],[""072"",""KAKY"",""805277"",""M"",60,""9990001161460""],[""072"",""KAKY"",""805277"",""L"",60,""9990001161477""],[""072"",""KAKY"",""805277"",""XL"",60,""9990001161484""],[""090"",""NEGRO"",""805277"",""M"",28,""9990001161491""],[""090"",""NEGRO"",""805277"",""L"",28,""9990001161507""],[""090"",""NEGRO"",""805277"",""XL"",28,""9990001161514""]]"
805277,SOBRETODO MANGA LARGA,2408,354,"[[""026"",""BLANCO"",""805277"",""M"",58,""9990001161439""],[""026"",""BLANCO"",""805277"",""L"",58,""9990001161446""],[""026"",""BLANCO"",""805277"",""XL"",58,""9990001161453""],[""072"",""KAKY"",""805277"",""M"",30,""9990001161460""],[""072"",""KAKY"",""805277"",""L"",30,""9990001161477""],[""072"",""KAKY"",""805277"",""XL"",30,""9990001161484""],[""090"",""NEGRO"",""805277"",""M"",30,""9990001161491""],[""090"",""NEGRO"",""805277"",""L"",30,""9990001161507""],[""090"",""NEGRO"",""805277"",""XL"",30,""9990001161514""]]"
MP3735,PANTALON DAMA BOTA ANCHA    PRETINA CON ELASTICO Y TIRA    T,2409,521,"[[""038"",""CAMEL"",""MP3735"",""12"",7,""9990001027957""],[""038"",""CAMEL"",""MP3735"",""14"",14,""9990001027964""],[""038"",""CAMEL"",""MP3735"",""16"",14,""9990001057046""],[""038"",""CAMEL"",""MP3735"",""18"",7,""9990001057053""],[""090"",""NEGRO"",""MP3735"",""12"",64,""9990001028039""],[""090"",""NEGRO"",""MP3735"",""14"",112,""9990001028046""],[""090"",""NEGRO"",""MP3735"",""16"",112,""9990001057084""],[""090"",""NEGRO"",""MP3735"",""18"",56,""9990001057091""],[""162"",""TAUPE"",""MP3735"",""12"",25,""9990001165321""],[""162"",""TAUPE"",""MP3735"",""14"",44,""9990001165338""],[""162"",""TAUPE"",""MP3735"",""16"",44,""9990001165345""],[""162"",""TAUPE"",""MP3735"",""18"",22,""9990001165352""]]"
809805,BLUSA DAMA CUELLO EN U,2410,458,"[[""008"",""ARENA"",""809805"",""S"",45,""9990001160647""],[""008"",""ARENA"",""809805"",""M"",48,""9990001160654""],[""008"",""ARENA"",""809805"",""L"",45,""9990001160661""],[""103"",""OFF WHITE"",""809805"",""S"",48,""9990001160678""],[""103"",""OFF WHITE"",""809805"",""M"",50,""9990001160685""],[""103"",""OFF WHITE"",""809805"",""L"",48,""9990001160692""],[""153"",""VERDE OLIVA"",""809805"",""S"",57,""9990001160708""],[""153"",""VERDE OLIVA"",""809805"",""M"",60,""9990001160715""],[""153"",""VERDE OLIVA"",""809805"",""L"",57,""9990001160722""]]"
809805,BLUSA DAMA CUELLO EN U,2411,455,"[[""013"",""AZUL CLARO"",""809805"",""S"",48,""9990001160739""],[""013"",""AZUL CLARO"",""809805"",""M"",56,""9990001160746""],[""013"",""AZUL CLARO"",""809805"",""L"",48,""9990001160753""],[""103"",""OFF WHITE"",""809805"",""S"",48,""9990001160678""],[""103"",""OFF WHITE"",""809805"",""M"",51,""9990001160685""],[""103"",""OFF WHITE"",""809805"",""L"",48,""9990001160692""],[""105"",""PALO DE ROSA"",""809805"",""S"",51,""9990001160791""],[""105"",""PALO DE ROSA"",""809805"",""M"",54,""9990001160807""],[""105"",""PALO DE ROSA"",""809805"",""L"",51,""9990001160814""]]"
MP3735,PANTALON DAMA BOTA ANCHA    PRETINA CON ELASTICO Y TIRA    T,2412,540,"[[""008"",""ARENA"",""MP3735"",""12"",32,""9990001115708""],[""008"",""ARENA"",""MP3735"",""14"",56,""9990001115715""],[""008"",""ARENA"",""MP3735"",""16"",56,""9990001115722""],[""008"",""ARENA"",""MP3735"",""18"",28,""9990001115739""],[""038"",""CAMEL"",""MP3735"",""12"",27,""9990001027957""],[""038"",""CAMEL"",""MP3735"",""14"",54,""9990001027964""],[""038"",""CAMEL"",""MP3735"",""16"",54,""9990001057046""],[""038"",""CAMEL"",""MP3735"",""18"",27,""9990001057053""],[""072"",""KAKY"",""MP3735"",""12"",36,""9990001027995""],[""072"",""KAKY"",""MP3735"",""14"",68,""9990001028008""],[""072"",""KAKY"",""MP3735"",""16"",68,""9990001057060""],[""072"",""KAKY"",""MP3735"",""18"",34,""9990001057077""]]"
MS0402,"SHORT DAMA CON GUARDA POLVO, CINTURON CON HEBILLA REDONDI.",2413,306,"[[""008"",""ARENA"",""MS0402"",""8"",34,""9990001165697""],[""008"",""ARENA"",""MS0402"",""10"",34,""9990001165703""],[""008"",""ARENA"",""MS0402"",""12"",34,""9990001165710""],[""090"",""NEGRO"",""MS0402"",""8"",32,""9990001165727""],[""090"",""NEGRO"",""MS0402"",""10"",34,""9990001165734""],[""090"",""NEGRO"",""MS0402"",""12"",32,""9990001165741""],[""105"",""PALO DE ROSA"",""MS0402"",""8"",34,""9990001165758""],[""105"",""PALO DE ROSA"",""MS0402"",""10"",38,""9990001165765""],[""105"",""PALO DE ROSA"",""MS0402"",""12"",34,""9990001165772""]]"
MHP005,JEAN CON CORTES HOMBRE EN DENIM RIGIDO,2414,499,"[[""160"",""AZUL"",""MHP005"",""28"",82,""9990001155490""],[""160"",""AZUL"",""MHP005"",""30"",167,""9990001155506""],[""160"",""AZUL"",""MHP005"",""32"",166,""9990001155513""],[""160"",""AZUL"",""MHP005"",""34"",84,""9990001155520""]]"
MHP001,PANTALON DRILL HOMBRE CARGO,2415,199,"[[""090"",""NEGRO"",""MHP001"",""28"",34,""9990001154516""],[""090"",""NEGRO"",""MHP001"",""30"",67,""9990001154523""],[""090"",""NEGRO"",""MHP001"",""32"",64,""9990001154530""],[""090"",""NEGRO"",""MHP001"",""34"",34,""9990001154547""]]"
MB2685,BLUSA DAMA DE TIRAS    TEJIDO PLANO,2416,438,"[[""090"",""NEGRO"",""MB2685"",""M"",12,""9990001160821""],[""090"",""NEGRO"",""MB2685"",""L"",12,""9990001160838""],[""090"",""NEGRO"",""MB2685"",""XL"",12,""9990001160845""],[""103"",""OFF WHITE"",""MB2685"",""M"",40,""9990001073459""],[""103"",""OFF WHITE"",""MB2685"",""L"",40,""9990001073442""],[""103"",""OFF WHITE"",""MB2685"",""XL"",40,""9990001073466""],[""149"",""VERDE MANZANA"",""MB2685"",""M"",94,""9990001160852""],[""149"",""VERDE MANZANA"",""MB2685"",""L"",94,""9990001160869""],[""149"",""VERDE MANZANA"",""MB2685"",""XL"",94,""9990001160876""]]"
MB2685,BLUSA DAMA DE TIRAS    TEJIDO PLANO,2417,384,"[[""026"",""BLANCO"",""MB2685"",""M"",10,""9990001161040""],[""026"",""BLANCO"",""MB2685"",""L"",10,""9990001161057""],[""026"",""BLANCO"",""MB2685"",""XL"",10,""9990001161064""],[""103"",""OFF WHITE"",""MB2685"",""M"",24,""9990001073459""],[""103"",""OFF WHITE"",""MB2685"",""L"",24,""9990001073442""],[""103"",""OFF WHITE"",""MB2685"",""XL"",24,""9990001073466""],[""149"",""VERDE MANZANA"",""MB2685"",""M"",94,""9990001160852""],[""149"",""VERDE MANZANA"",""MB2685"",""L"",94,""9990001160869""],[""149"",""VERDE MANZANA"",""MB2685"",""XL"",94,""9990001160876""]]"
CJ0144,CONJUNTO DAMA DE DOS PIEZAS BLUSA MANGA CORTA Y SHOR BASICO,2418,216,"[[""008"",""ARENA"",""CJ0144"",""S"",14,""9990001165789""],[""008"",""ARENA"",""CJ0144"",""M"",14,""9990001165796""],[""008"",""ARENA"",""CJ0144"",""L"",14,""9990001165802""],[""038"",""CAMEL"",""CJ0144"",""S"",15,""9990001165819""],[""038"",""CAMEL"",""CJ0144"",""M"",15,""9990001165826""],[""038"",""CAMEL"",""CJ0144"",""L"",15,""9990001165833""],[""090"",""NEGRO"",""CJ0144"",""S"",15,""9990001165840""],[""090"",""NEGRO"",""CJ0144"",""M"",15,""9990001165857""],[""090"",""NEGRO"",""CJ0144"",""L"",15,""9990001165864""],[""103"",""OFF WHITE"",""CJ0144"",""S"",28,""9990001165871""],[""103"",""OFF WHITE"",""CJ0144"",""M"",28,""9990001165888""],[""103"",""OFF WHITE"",""CJ0144"",""L"",28,""9990001165895""]]"
MS0514,"BERMUDA DAMA CON BOLSILLO CARGO Y PRETINA CON RESORTE,",2419,320,"[[""038"",""CAMEL"",""MS0514"",""8"",18,""9990001163907""],[""038"",""CAMEL"",""MS0514"",""10"",36,""9990001163914""],[""038"",""CAMEL"",""MS0514"",""12"",18,""9990001163921""],[""038"",""CAMEL"",""MS0514"",""14"",18,""9990001163938""],[""055"",""GRIS"",""MS0514"",""8"",18,""9990001163945""],[""055"",""GRIS"",""MS0514"",""10"",36,""9990001163952""],[""055"",""GRIS"",""MS0514"",""12"",18,""9990001163969""],[""055"",""GRIS"",""MS0514"",""14"",18,""9990001163976""],[""090"",""NEGRO"",""MS0514"",""8"",28,""9990001163983""],[""090"",""NEGRO"",""MS0514"",""10"",56,""9990001163990""],[""090"",""NEGRO"",""MS0514"",""12"",28,""9990001164003""],[""090"",""NEGRO"",""MS0514"",""14"",28,""9990001164010""]]"
MS0501,"BERMUDA DAMA CON BOLSILLO CARGO Y PRETINA CON RESORTE,",2420,273,"[[""038"",""CAMEL"",""MS0501"",""8"",16,""9990001164119""],[""038"",""CAMEL"",""MS0501"",""10"",32,""9990001164126""],[""038"",""CAMEL"",""MS0501"",""12"",32,""9990001164133""],[""055"",""GRIS"",""MS0501"",""8"",16,""9990001164140""],[""055"",""GRIS"",""MS0501"",""10"",32,""9990001164157""],[""055"",""GRIS"",""MS0501"",""12"",32,""9990001164164""],[""090"",""NEGRO"",""MS0501"",""8"",22,""9990001164171""],[""090"",""NEGRO"",""MS0501"",""10"",47,""9990001164188""],[""090"",""NEGRO"",""MS0501"",""12"",44,""9990001164195""]]"
MD0463,BODY DAMA MANGA CORTA CUELLO SPORT,2421,358,"[[""026"",""BLANCO"",""MD0463"",""S"",58,""9990001164942""],[""026"",""BLANCO"",""MD0463"",""M"",58,""9990001164959""],[""026"",""BLANCO"",""MD0463"",""L"",58,""9990001164966""],[""072"",""KAKY"",""MD0463"",""S"",18,""9990001164973""],[""072"",""KAKY"",""MD0463"",""M"",21,""9990001164980""],[""072"",""KAKY"",""MD0463"",""L"",18,""9990001164997""],[""105"",""PALO DE ROSA"",""MD0463"",""S"",40,""9990001165000""],[""105"",""PALO DE ROSA"",""MD0463"",""M"",47,""9990001165017""],[""105"",""PALO DE ROSA"",""MD0463"",""L"",40,""9990001165024""]]"
D21454,CAMISETA OVERSIZE CABALLERO MANGA CORTA CON APLIQUE EN DELAN,2425,232,"[[""008"",""ARENA"",""D21454"",""S"",9,""9990001180089""],[""008"",""ARENA"",""D21454"",""M"",19,""9990001180096""],[""008"",""ARENA"",""D21454"",""L"",18,""9990001180102""],[""008"",""ARENA"",""D21454"",""XL"",9,""9990001180119""],[""090"",""NEGRO"",""D21454"",""S"",10,""9990001180126""],[""090"",""NEGRO"",""D21454"",""M"",22,""9990001180133""],[""090"",""NEGRO"",""D21454"",""L"",20,""9990001180140""],[""090"",""NEGRO"",""D21454"",""XL"",10,""9990001180157""],[""103"",""OFF WHITE"",""D21454"",""S"",19,""9990001180164""],[""103"",""OFF WHITE"",""D21454"",""M"",39,""9990001180171""],[""103"",""OFF WHITE"",""D21454"",""L"",38,""9990001180188""],[""103"",""OFF WHITE"",""D21454"",""XL"",19,""9990001180195""]]"
D21454,CAMISETA OVERSIZE CABALLERO MANGA CORTA CON APLIQUE EN DELAN,2426,228,"[[""090"",""NEGRO"",""D21454"",""S"",19,""9990001180126""],[""090"",""NEGRO"",""D21454"",""M"",38,""9990001180133""],[""090"",""NEGRO"",""D21454"",""L"",38,""9990001180140""],[""090"",""NEGRO"",""D21454"",""XL"",19,""9990001180157""],[""103"",""OFF WHITE"",""D21454"",""S"",19,""9990001180164""],[""103"",""OFF WHITE"",""D21454"",""M"",38,""9990001180171""],[""103"",""OFF WHITE"",""D21454"",""L"",38,""9990001180188""],[""103"",""OFF WHITE"",""D21454"",""XL"",19,""9990001180195""]]"
ME1184,ENTERIZO SHORT CORTO DE TIRAS,2427,462,"[[""072"",""KAKY"",""ME1184"",""S"",8,""9990001163266""],[""072"",""KAKY"",""ME1184"",""M"",32,""9990001163273""],[""072"",""KAKY"",""ME1184"",""L"",32,""9990001163280""],[""072"",""KAKY"",""ME1184"",""XL"",16,""9990001163297""],[""090"",""NEGRO"",""ME1184"",""S"",9,""9990001163303""],[""090"",""NEGRO"",""ME1184"",""M"",36,""9990001163310""],[""090"",""NEGRO"",""ME1184"",""L"",36,""9990001163327""],[""090"",""NEGRO"",""ME1184"",""XL"",18,""9990001163334""],[""103"",""OFF WHITE"",""ME1184"",""S"",8,""9990001163341""],[""103"",""OFF WHITE"",""ME1184"",""M"",38,""9990001163358""],[""103"",""OFF WHITE"",""ME1184"",""L"",32,""9990001163365""],[""103"",""OFF WHITE"",""ME1184"",""XL"",16,""9990001163372""],[""105"",""PALO DE ROSA"",""ME1184"",""S"",8,""9990001163389""],[""105"",""PALO DE ROSA"",""ME1184"",""M"",32,""9990001163396""],[""105"",""PALO DE ROSA"",""ME1184"",""L"",32,""9990001163402""],[""105"",""PALO DE ROSA"",""ME1184"",""XL"",16,""9990001163419""],[""153"",""VERDE OLIVA"",""ME1184"",""S"",8,""9990001163426""],[""153"",""VERDE OLIVA"",""ME1184"",""M"",37,""9990001163433""],[""153"",""VERDE OLIVA"",""ME1184"",""L"",32,""9990001163440""],[""153"",""VERDE OLIVA"",""ME1184"",""XL"",16,""9990001163457""]]"
ME1184,ENTERIZO SHORT CORTO DE TIRAS,2428,473,"[[""072"",""KAKY"",""ME1184"",""S"",9,""9990001163266""],[""072"",""KAKY"",""ME1184"",""M"",36,""9990001163273""],[""072"",""KAKY"",""ME1184"",""L"",36,""9990001163280""],[""072"",""KAKY"",""ME1184"",""XL"",18,""9990001163297""],[""090"",""NEGRO"",""ME1184"",""S"",9,""9990001163303""],[""090"",""NEGRO"",""ME1184"",""M"",36,""9990001163310""],[""090"",""NEGRO"",""ME1184"",""L"",36,""9990001163327""],[""090"",""NEGRO"",""ME1184"",""XL"",18,""9990001163334""],[""103"",""OFF WHITE"",""ME1184"",""S"",8,""9990001163341""],[""103"",""OFF WHITE"",""ME1184"",""M"",32,""9990001163358""],[""103"",""OFF WHITE"",""ME1184"",""L"",32,""9990001163365""],[""103"",""OFF WHITE"",""ME1184"",""XL"",16,""9990001163372""],[""105"",""PALO DE ROSA"",""ME1184"",""S"",8,""9990001163389""],[""105"",""PALO DE ROSA"",""ME1184"",""M"",32,""9990001163396""],[""105"",""PALO DE ROSA"",""ME1184"",""L"",32,""9990001163402""],[""105"",""PALO DE ROSA"",""ME1184"",""XL"",16,""9990001163419""],[""153"",""VERDE OLIVA"",""ME1184"",""S"",9,""9990001163426""],[""153"",""VERDE OLIVA"",""ME1184"",""M"",36,""9990001163433""],[""153"",""VERDE OLIVA"",""ME1184"",""L"",36,""9990001163440""],[""153"",""VERDE OLIVA"",""ME1184"",""XL"",18,""9990001163457""]]"
ME1184,ENTERIZO SHORT CORTO DE TIRAS,2429,473,"[[""072"",""KAKY"",""ME1184"",""S"",8,""9990001163266""],[""072"",""KAKY"",""ME1184"",""M"",40,""9990001163273""],[""072"",""KAKY"",""ME1184"",""L"",32,""9990001163280""],[""072"",""KAKY"",""ME1184"",""XL"",16,""9990001163297""],[""090"",""NEGRO"",""ME1184"",""S"",8,""9990001163303""],[""090"",""NEGRO"",""ME1184"",""M"",38,""9990001163310""],[""090"",""NEGRO"",""ME1184"",""L"",32,""9990001163327""],[""090"",""NEGRO"",""ME1184"",""XL"",16,""9990001163334""],[""103"",""OFF WHITE"",""ME1184"",""S"",8,""9990001163341""],[""103"",""OFF WHITE"",""ME1184"",""M"",40,""9990001163358""],[""103"",""OFF WHITE"",""ME1184"",""L"",32,""9990001163365""],[""103"",""OFF WHITE"",""ME1184"",""XL"",16,""9990001163372""],[""105"",""PALO DE ROSA"",""ME1184"",""S"",8,""9990001163389""],[""105"",""PALO DE ROSA"",""ME1184"",""M"",32,""9990001163396""],[""105"",""PALO DE ROSA"",""ME1184"",""L"",32,""9990001163402""],[""105"",""PALO DE ROSA"",""ME1184"",""XL"",16,""9990001163419""],[""153"",""VERDE OLIVA"",""ME1184"",""S"",9,""9990001163426""],[""153"",""VERDE OLIVA"",""ME1184"",""M"",36,""9990001163433""],[""153"",""VERDE OLIVA"",""ME1184"",""L"",36,""9990001163440""],[""153"",""VERDE OLIVA"",""ME1184"",""XL"",18,""9990001163457""]]"
MDF015,FALDA SHORT CON PRENSES EN DENIM STRETCH,2430,276,"[[""160"",""AZUL"",""MDF015"",""6"",79,""9990001156749""],[""160"",""AZUL"",""MDF015"",""8"",77,""9990001156756""],[""160"",""AZUL"",""MDF015"",""10"",81,""9990001156725""],[""160"",""AZUL"",""MDF015"",""12"",39,""9990001156732""]]"
MDF019,FALDA CORTA DAMA CON ALFORZAS EN DENIM STRETCH,2431,286,"[[""160"",""AZUL"",""MDF019"",""6"",80,""9990001157708""],[""160"",""AZUL"",""MDF019"",""8"",82,""9990001157715""],[""160"",""AZUL"",""MDF019"",""10"",82,""9990001157685""],[""160"",""AZUL"",""MDF019"",""12"",42,""9990001157692""]]"
MB7363,BLUSA DAMA MANGA RODADA CON PUÑOS Y AMARRE EN DELANTERO.,2432,255,"[[""103"",""OFF WHITE"",""MB7363"",""S"",23,""9990001165062""],[""103"",""OFF WHITE"",""MB7363"",""M"",46,""9990001165079""],[""103"",""OFF WHITE"",""MB7363"",""L"",46,""9990001165086""],[""157"",""VINO TINTO"",""MB7363"",""S"",28,""9990001165093""],[""157"",""VINO TINTO"",""MB7363"",""M"",56,""9990001165109""],[""157"",""VINO TINTO"",""MB7363"",""L"",56,""9990001165116""]]"
ME1184,ENTERIZO SHORT CORTO DE TIRAS,2433,649,"[[""072"",""KAKY"",""ME1184"",""M"",68,""9990001163273""],[""072"",""KAKY"",""ME1184"",""L"",68,""9990001163280""],[""072"",""KAKY"",""ME1184"",""XL"",51,""9990001163297""],[""090"",""NEGRO"",""ME1184"",""M"",68,""9990001163310""],[""090"",""NEGRO"",""ME1184"",""L"",68,""9990001163327""],[""090"",""NEGRO"",""ME1184"",""XL"",51,""9990001163334""],[""103"",""OFF WHITE"",""ME1184"",""M"",32,""9990001163358""],[""103"",""OFF WHITE"",""ME1184"",""L"",32,""9990001163365""],[""103"",""OFF WHITE"",""ME1184"",""XL"",24,""9990001163372""],[""105"",""PALO DE ROSA"",""ME1184"",""M"",32,""9990001163396""],[""105"",""PALO DE ROSA"",""ME1184"",""L"",32,""9990001163402""],[""105"",""PALO DE ROSA"",""ME1184"",""XL"",24,""9990001163419""],[""153"",""VERDE OLIVA"",""ME1184"",""M"",36,""9990001163433""],[""153"",""VERDE OLIVA"",""ME1184"",""L"",36,""9990001163440""],[""153"",""VERDE OLIVA"",""ME1184"",""XL"",27,""9990001163457""]]"
MDF025,FALDA SHORT CARGO EN DENIM STRETCH,2434,280,"[[""160"",""AZUL"",""MDF025"",""6"",77,""9990001157890""],[""160"",""AZUL"",""MDF025"",""8"",82,""9990001157906""],[""160"",""AZUL"",""MDF025"",""10"",78,""9990001157876""],[""160"",""AZUL"",""MDF025"",""12"",43,""9990001157883""]]"
ME1184,ENTERIZO SHORT CORTO DE TIRAS,2435,744,"[[""072"",""KAKY"",""ME1184"",""M"",39,""9990001163273""],[""072"",""KAKY"",""ME1184"",""L"",36,""9990001163280""],[""072"",""KAKY"",""ME1184"",""XL"",27,""9990001163297""],[""090"",""NEGRO"",""ME1184"",""M"",36,""9990001163310""],[""090"",""NEGRO"",""ME1184"",""L"",32,""9990001163327""],[""090"",""NEGRO"",""ME1184"",""XL"",24,""9990001163334""],[""103"",""OFF WHITE"",""ME1184"",""M"",68,""9990001163358""],[""103"",""OFF WHITE"",""ME1184"",""L"",68,""9990001163365""],[""103"",""OFF WHITE"",""ME1184"",""XL"",51,""9990001163372""],[""105"",""PALO DE ROSA"",""ME1184"",""M"",64,""9990001163396""],[""105"",""PALO DE ROSA"",""ME1184"",""L"",64,""9990001163402""],[""105"",""PALO DE ROSA"",""ME1184"",""XL"",48,""9990001163419""],[""153"",""VERDE OLIVA"",""ME1184"",""M"",68,""9990001163433""],[""153"",""VERDE OLIVA"",""ME1184"",""L"",68,""9990001163440""],[""153"",""VERDE OLIVA"",""ME1184"",""XL"",51,""9990001163457""]]"
MDF024,FALDA SHORT CON SOLAPA EN DENIM STRETCH,2436,268,"[[""160"",""AZUL"",""MDF024"",""6"",81,""9990001158255""],[""160"",""AZUL"",""MDF024"",""8"",75,""9990001158262""],[""160"",""AZUL"",""MDF024"",""10"",75,""9990001158231""],[""160"",""AZUL"",""MDF024"",""12"",37,""9990001158248""]]"
U24258,CAMISETA MANGA CORTA CUELLO REDONDO,2441,342,"[[""038"",""CAMEL"",""U24258"",""S"",9,""9990001170455""],[""038"",""CAMEL"",""U24258"",""M"",20,""9990001170462""],[""038"",""CAMEL"",""U24258"",""L"",18,""9990001170479""],[""038"",""CAMEL"",""U24258"",""XL"",18,""9990001170486""],[""055"",""GRIS"",""U24258"",""S"",9,""9990001170493""],[""055"",""GRIS"",""U24258"",""M"",23,""9990001170509""],[""055"",""GRIS"",""U24258"",""L"",18,""9990001170516""],[""055"",""GRIS"",""U24258"",""XL"",18,""9990001170523""],[""090"",""NEGRO"",""U24258"",""S"",20,""9990001170530""],[""090"",""NEGRO"",""U24258"",""M"",41,""9990001170547""],[""090"",""NEGRO"",""U24258"",""L"",40,""9990001170554""],[""090"",""NEGRO"",""U24258"",""XL"",40,""9990001170561""],[""103"",""OFF WHITE"",""U24258"",""S"",9,""9990001170578""],[""103"",""OFF WHITE"",""U24258"",""M"",23,""9990001170585""],[""103"",""OFF WHITE"",""U24258"",""L"",18,""9990001170592""],[""103"",""OFF WHITE"",""U24258"",""XL"",18,""9990001170608""]]"
MB7389,BLUSA DAMA MANGA CRTA CUELLO SPORT Y ESCOTE EN V,2442,240,"[[""026"",""BLANCO"",""MB7389"",""M"",18,""9990001175665""],[""026"",""BLANCO"",""MB7389"",""L"",18,""9990001175672""],[""026"",""BLANCO"",""MB7389"",""XL"",18,""9990001175689""],[""038"",""CAMEL"",""MB7389"",""M"",42,""9990001175696""],[""038"",""CAMEL"",""MB7389"",""L"",42,""9990001175702""],[""038"",""CAMEL"",""MB7389"",""XL"",42,""9990001175719""],[""072"",""KAKY"",""MB7389"",""M"",20,""9990001175726""],[""072"",""KAKY"",""MB7389"",""L"",20,""9990001175733""],[""072"",""KAKY"",""MB7389"",""XL"",20,""9990001175740""]]"
MB7408,BLUSA DAMA MANGA CORTA CON ESCOTE V Y DEL CRUZADO,2443,270,"[[""038"",""CAMEL"",""MB7408"",""S"",30,""9990001168391""],[""038"",""CAMEL"",""MB7408"",""M"",30,""9990001168407""],[""038"",""CAMEL"",""MB7408"",""L"",30,""9990001168414""],[""072"",""KAKY"",""MB7408"",""S"",30,""9990001168421""],[""072"",""KAKY"",""MB7408"",""M"",30,""9990001168438""],[""072"",""KAKY"",""MB7408"",""L"",30,""9990001168445""],[""103"",""OFF WHITE"",""MB7408"",""S"",30,""9990001168452""],[""103"",""OFF WHITE"",""MB7408"",""M"",30,""9990001168469""],[""103"",""OFF WHITE"",""MB7408"",""L"",30,""9990001168476""]]"
804141,CHAQUETA DAMA CON CAPUCHA MANGA LARGA CON ELASTICO,2444,536,"[[""008"",""ARENA"",""804141"",""S"",17,""9990001166632""],[""008"",""ARENA"",""804141"",""M"",51,""9990001166649""],[""008"",""ARENA"",""804141"",""L"",34,""9990001166656""],[""008"",""ARENA"",""804141"",""XL"",34,""9990001166663""],[""026"",""BLANCO"",""804141"",""S"",16,""9990001076740""],[""026"",""BLANCO"",""804141"",""M"",48,""9990001076757""],[""026"",""BLANCO"",""804141"",""L"",32,""9990001076764""],[""026"",""BLANCO"",""804141"",""XL"",32,""9990001076771""],[""038"",""CAMEL"",""804141"",""S"",17,""9990001166670""],[""038"",""CAMEL"",""804141"",""M"",51,""9990001166687""],[""038"",""CAMEL"",""804141"",""L"",34,""9990001166694""],[""038"",""CAMEL"",""804141"",""XL"",34,""9990001166700""],[""090"",""NEGRO"",""804141"",""S"",17,""9990001077181""],[""090"",""NEGRO"",""804141"",""M"",51,""9990001077198""],[""090"",""NEGRO"",""804141"",""L"",34,""9990001077204""],[""090"",""NEGRO"",""804141"",""XL"",34,""9990001077211""]]"
